price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,total_rooms,price_per_sqft,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
8080940,7000,3,2,4,1,0,0,0,1,2,0,5,1154.42,False,False
8043000,7482,3,2,3,1,0,0,1,0,1,1,5,1074.979951884523,False,False
7980000,9000,4,2,4,1,0,0,0,1,2,0,6,886.6666666666666,False,False
7962500,6000,3,1,4,1,1,0,0,1,2,0,4,1327.0833333333333,False,True
7910000,6000,4,2,4,1,0,0,0,1,1,0,6,1318.3333333333333,True,False
7875000,6550,3,1,2,1,0,1,0,1,0,1,4,1202.2900763358778,False,False
7840000,6360,3,2,4,1,0,0,0,1,0,1,5,1232.7044025157234,False,False
7700000,6480,3,2,4,1,0,0,0,1,2,0,5,1188.2716049382716,False,True
7700000,6000,4,2,4,1,0,0,0,0,2,0,6,1283.3333333333333,True,False
7560000,6000,4,2,4,1,0,0,0,1,1,0,6,1260.0,False,False
7560000,6000,3,2,3,1,0,0,0,1,0,0,5,1260.0,True,False
7525000,6000,3,2,4,1,0,0,0,1,1,0,5,1254.1666666666667,False,False
7490000,6600,3,1,4,1,0,0,0,1,3,1,4,1134.8484848484848,False,False
7455000,4300,3,2,2,1,0,1,0,0,1,0,5,1733.7209302325582,False,True
7420000,7440,3,2,1,1,1,1,0,1,0,1,5,997.3118279569892,True,False
7420000,7440,3,2,4,1,0,0,0,0,1,1,5,997.3118279569892,False,True
7420000,6325,3,1,4,1,0,0,0,1,1,0,4,1173.1225296442688,False,True
7350000,6000,4,2,4,1,1,0,0,1,1,0,6,1225.0,False,False
7350000,5150,3,2,4,1,0,0,0,1,2,0,5,1427.1844660194174,True,False
7350000,6000,3,2,2,1,1,0,0,1,1,0,5,1225.0,True,False
7350000,6000,3,1,2,1,0,0,0,1,1,0,4,1225.0,False,True
7343000,11440,4,1,2,1,0,1,0,0,1,1,5,641.8706293706293,True,False
7245000,9000,4,2,4,1,1,0,0,1,1,1,6,805.0,False,False
7210000,7680,4,2,4,1,1,0,0,1,1,0,6,938.8020833333334,True,False
7210000,6000,3,2,4,1,1,0,0,1,1,0,5,1201.6666666666667,False,False
7140000,6000,3,2,2,1,1,0,0,0,1,0,5,1190.0,True,False
7070000,8880,2,1,1,1,0,0,0,1,1,0,3,796.1711711711712,True,False
7070000,6240,4,2,2,1,0,0,0,1,1,0,6,1133.0128205128206,False,False
7035000,6360,4,2,3,1,0,0,0,1,2,1,6,1106.132075471698,False,False
7000000,11175,3,1,1,1,0,1,0,1,1,1,4,626.3982102908277,False,False
6930000,8880,3,2,2,1,0,1,0,1,1,0,5,780.4054054054054,False,False
6930000,13200,2,1,1,1,0,1,1,0,1,0,3,525.0,False,False
6895000,7700,3,2,1,1,0,0,0,0,2,0,5,895.4545454545455,False,True
6860000,6000,3,1,1,1,0,0,0,1,1,0,4,1143.3333333333333,False,False
6790000,12090,4,2,2,1,0,0,0,0,2,1,6,561.6211745244003,False,False
6790000,4000,3,2,2,1,0,1,0,1,0,1,5,1697.5,True,False
6755000,6000,4,2,4,1,0,0,0,1,0,0,6,1125.8333333333333,False,True
6720000,5020,3,1,4,1,0,0,0,1,0,1,4,1338.6454183266933,False,True
6685000,6600,2,2,4,1,0,1,0,0,0,1,4,1012.8787878787879,False,False
6650000,4040,3,1,2,1,0,1,1,0,1,0,4,1646.039603960396,False,False
6650000,4260,4,2,2,1,0,0,1,0,0,0,6,1561.0328638497654,True,False
6650000,6420,3,2,3,1,0,0,0,1,0,1,5,1035.8255451713396,False,False
6650000,6500,3,2,3,1,0,0,0,1,0,1,5,1023.0769230769231,False,False
6650000,5700,3,1,1,1,1,1,0,1,2,1,4,1166.6666666666667,False,False
6650000,6000,3,2,3,1,1,0,0,1,0,0,5,1108.3333333333333,False,False
6629000,6000,3,1,2,1,0,0,1,0,1,1,4,1104.8333333333333,True,False
6615000,4000,3,2,2,1,0,1,0,1,1,0,5,1653.75,True,False
6615000,10500,3,2,1,1,0,1,0,1,1,1,5,630.0,False,False
6580000,6000,3,2,4,1,0,0,0,1,0,0,5,1096.6666666666667,True,False
6510000,3760,3,1,2,1,0,0,1,0,2,0,4,1731.3829787234042,True,False
6510000,8250,3,2,3,1,0,0,0,1,0,0,5,789.0909090909091,False,False
6510000,6670,3,1,3,1,0,1,0,0,0,1,4,976.0119940029984,False,True
6475000,3960,3,1,1,1,0,1,0,0,2,0,4,1635.1010101010102,True,False
6475000,7410,3,1,1,1,1,1,0,1,2,1,4,873.8191632928475,False,True
6440000,8580,5,3,2,1,0,0,0,0,2,0,8,750.5827505827506,False,False
6440000,5000,3,1,2,1,0,0,0,1,0,0,4,1288.0,True,False
6419000,6750,2,1,1,1,1,1,0,0,2,1,3,950.9629629629629,False,False
6405000,4800,3,2,4,1,1,0,0,1,0,0,5,1334.375,False,False
6300000,7200,3,2,1,1,0,1,0,1,3,0,5,875.0,True,False
6300000,6000,4,2,4,1,0,0,0,0,1,0,6,1050.0,True,False
6300000,4100,3,2,3,1,0,0,0,1,2,0,5,1536.5853658536585,True,False
6300000,9000,3,1,1,1,0,1,0,0,1,1,4,700.0,False,False
6300000,6400,3,1,1,1,1,1,0,1,1,1,4,984.375,True,False
6293000,6600,3,2,3,1,0,0,0,1,0,1,5,953.4848484848485,False,True
6265000,6000,4,1,3,1,1,1,0,0,0,1,5,1044.1666666666667,False,True
6230000,6600,3,2,1,1,0,1,0,1,0,1,5,943.939393939394,False,True
6230000,5500,3,1,3,1,0,0,0,0,1,1,4,1132.7272727272727,False,True
6195000,5500,3,2,4,1,1,0,0,1,1,0,5,1126.3636363636363,True,False
6195000,6350,3,2,3,1,1,0,0,1,0,0,5,975.5905511811023,False,False
6195000,5500,3,2,1,1,1,1,0,0,2,1,5,1126.3636363636363,False,False
6160000,4500,3,1,4,1,0,0,0,1,0,0,4,1368.888888888889,False,True
6160000,5450,4,2,1,1,0,1,0,1,0,1,6,1130.2752293577983,True,False
6125000,6420,3,1,3,1,0,1,0,0,0,1,4,954.0498442367601,False,True
6107500,3240,4,1,3,1,0,0,0,0,1,0,5,1885.030864197531,True,False
6090000,6615,4,2,2,1,1,0,1,0,1,0,6,920.6349206349206,True,False
6090000,6600,3,1,1,1,1,1,0,0,2,1,4,922.7272727272727,True,False
6090000,8372,3,1,3,1,0,0,0,1,2,0,4,727.4247491638796,False,True
6083000,4300,6,2,2,1,0,0,0,0,0,0,8,1414.6511627906978,False,False
6083000,9620,3,1,1,1,0,1,0,0,2,1,4,632.3284823284823,False,False
6020000,6800,2,1,1,1,1,1,0,0,2,0,3,885.2941176470588,False,False
6020000,8000,3,1,1,1,1,1,0,1,2,1,4,752.5,True,False
6020000,6900,3,2,1,1,1,1,0,0,0,1,5,872.463768115942,False,True
5950000,3700,4,1,2,1,1,0,0,1,0,0,5,1608.1081081081081,False,False
5950000,6420,3,1,1,1,0,1,0,1,0,1,4,926.791277258567,False,False
5950000,7020,3,1,1,1,0,1,0,1,2,1,4,847.5783475783476,True,False
5950000,6540,3,1,1,1,1,1,0,0,2,1,4,909.7859327217126,False,False
5950000,7231,3,1,2,1,1,1,0,1,0,1,4,822.8460793804453,True,False
5950000,6254,4,2,1,1,0,1,0,0,1,1,6,951.3911096897986,True,False
5950000,7320,4,2,2,1,0,0,0,0,0,0,6,812.8415300546449,False,False
5950000,6525,3,2,4,1,0,0,0,0,1,0,5,911.8773946360153,False,False
5943000,15600,3,1,1,1,0,0,0,1,2,0,4,380.96153846153845,True,False
5880000,7160,3,1,1,1,0,1,0,0,2,1,4,821.2290502793296,False,True
5880000,6500,3,2,3,1,0,0,0,1,0,0,5,904.6153846153846,False,True
5873000,5500,3,1,3,1,1,0,0,1,1,0,4,1067.8181818181818,False,False
5873000,11460,3,1,3,1,0,0,0,0,2,1,4,512.478184991274,True,False
5866000,4800,3,1,1,1,1,1,0,0,0,0,4,1222.0833333333333,False,True
5810000,5828,4,1,4,1,1,0,0,0,0,0,5,996.9114619080302,True,False
5810000,5200,3,1,3,1,0,0,0,1,0,0,4,1117.3076923076924,True,False
5810000,4800,3,1,3,1,0,0,0,1,0,0,4,1210.4166666666667,False,True
5803000,7000,3,1,1,1,0,1,0,0,2,1,4,829.0,True,False
5775000,6000,3,2,4,1,0,0,0,1,0,0,5,962.5,False,True
5740000,5400,4,2,2,1,0,0,0,1,2,0,6,1062.962962962963,False,True
5740000,4640,4,1,2,1,0,0,0,0,1,0,5,1237.0689655172414,True,False
5740000,5000,3,1,3,1,0,0,0,1,0,0,4,1148.0,True,False
5740000,6360,3,1,1,1,1,1,0,1,2,1,4,902.5157232704403,False,False
5740000,5800,3,2,4,1,0,0,0,1,0,0,5,989.6551724137931,False,True
5652500,6660,4,2,2,1,1,1,0,0,1,1,6,848.7237237237238,True,False
5600000,10500,4,2,2,1,0,0,0,0,1,0,6,533.3333333333334,True,False
5600000,4800,5,2,3,0,0,1,1,0,0,0,7,1166.6666666666667,False,True
5600000,4700,4,1,2,1,1,1,0,1,1,0,5,1191.4893617021276,False,False
5600000,5000,3,1,4,1,0,0,0,0,0,0,4,1120.0,False,False
5600000,10500,2,1,1,1,0,0,0,0,1,0,3,533.3333333333334,True,False
5600000,5500,3,2,2,1,0,0,0,0,1,0,5,1018.1818181818181,True,False
5600000,6360,3,1,3,1,0,0,0,0,0,1,4,880.503144654088,True,False
5600000,6600,4,2,1,1,0,1,0,0,0,1,6,848.4848484848485,True,False
5600000,5136,3,1,2,1,1,1,0,1,0,1,4,1090.342679127726,False,True
5565000,4400,4,1,2,1,0,0,0,1,2,1,5,1264.7727272727273,True,False
5565000,5400,5,1,2,1,1,1,0,1,0,1,6,1030.5555555555557,False,False
5530000,3300,3,3,2,1,0,1,0,0,0,0,6,1675.7575757575758,True,False
5530000,3650,3,2,2,1,0,0,0,0,2,0,5,1515.0684931506848,True,False
5530000,6100,3,2,1,1,0,1,0,0,2,1,5,906.5573770491803,False,False
5523000,6900,3,1,1,1,1,1,0,0,0,1,4,800.4347826086956,True,False
5495000,2817,4,2,2,0,1,1,0,0,1,0,6,1950.6567270145545,False,False
5495000,7980,3,1,1,1,0,0,0,0,2,0,4,688.5964912280701,True,False
5460000,3150,3,2,1,1,1,1,0,1,0,0,5,1733.3333333333333,False,False
5460000,6210,4,1,4,1,1,0,0,1,0,0,5,879.2270531400966,False,False
5460000,6100,3,1,3,1,1,0,0,1,0,1,4,895.0819672131148,True,False
5460000,6600,4,2,2,1,1,1,0,0,0,1,6,827.2727272727273,True,False
5425000,6825,3,1,1,1,1,1,0,1,0,1,4,794.8717948717949,True,False
5390000,6710,3,2,2,1,1,1,0,0,1,1,5,803.2786885245902,False,False
5383000,6450,3,2,1,1,1,1,1,0,0,0,5,834.5736434108527,False,True
5320000,7800,3,1,1,1,0,1,0,1,2,1,4,682.0512820512821,False,True
5285000,4600,2,2,1,1,0,0,0,1,2,0,4,1148.9130434782608,True,False
5250000,4260,4,1,2,1,0,1,0,1,0,0,5,1232.394366197183,False,False
5250000,6540,4,2,2,0,0,0,0,1,0,0,6,802.7522935779816,True,False
5250000,5500,3,2,1,1,0,1,0,0,0,0,5,954.5454545454545,True,False
5250000,10269,3,1,1,1,0,0,0,0,1,1,4,511.2474437627812,True,False
5250000,8400,3,1,2,1,1,1,0,1,2,1,4,625.0,False,True
5250000,5300,4,2,1,1,0,0,0,1,0,1,6,990.566037735849,False,True
5250000,3800,3,1,2,1,1,1,0,0,1,1,4,1381.578947368421,False,True
5250000,9800,4,2,2,1,1,0,0,0,2,0,6,535.7142857142857,True,False
5250000,8520,3,1,1,1,0,0,0,1,2,0,4,616.1971830985915,False,False
5243000,6050,3,1,1,1,0,1,0,0,0,1,4,866.6115702479339,True,False
5229000,7085,3,1,1,1,1,1,0,0,2,1,4,738.0381086803105,True,False
5215000,3180,3,2,2,1,0,0,0,0,2,0,5,1639.937106918239,True,False
5215000,4500,4,2,1,0,0,1,0,1,2,0,6,1158.888888888889,True,False
5215000,7200,3,1,2,1,1,1,0,0,1,1,4,724.3055555555555,False,False
5145000,3410,3,1,2,0,0,0,0,1,0,0,4,1508.7976539589442,True,False
5145000,7980,3,1,1,1,0,0,0,0,1,1,4,644.7368421052631,True,False
5110000,3000,3,2,2,1,1,1,0,0,0,0,5,1703.3333333333333,False,False
5110000,3000,3,1,2,1,0,1,0,0,0,0,4,1703.3333333333333,False,True
5110000,11410,2,1,2,1,0,0,0,0,0,1,3,447.85276073619633,False,False
5110000,6100,3,1,1,1,0,1,0,1,0,1,4,837.7049180327868,True,False
5075000,5720,2,1,2,1,0,0,0,1,0,1,3,887.2377622377622,False,True
5040000,3540,2,1,1,0,1,1,0,0,0,0,3,1423.7288135593221,True,False
5040000,7600,4,1,2,1,0,0,0,1,2,0,5,663.1578947368421,False,False
5040000,10700,3,1,2,1,1,1,0,0,0,0,4,471.02803738317755,True,False
5040000,6600,3,1,1,1,1,1,0,0,0,1,4,763.6363636363636,False,False
5033000,4800,2,1,1,1,1,1,0,0,0,0,3,1048.5416666666667,True,False
5005000,8150,3,2,1,1,1,1,0,0,0,0,5,614.1104294478528,True,False
4970000,4410,4,3,2,1,0,1,0,0,2,0,7,1126.984126984127,True,False
4970000,7686,3,1,1,1,1,1,1,0,0,0,4,646.6302367941712,True,False
4956000,2800,3,2,2,0,0,1,0,1,1,0,5,1770.0,True,False
4935000,5948,3,1,2,1,0,0,0,1,0,0,4,829.6906523201076,True,False
4907000,4200,3,1,2,1,0,0,0,0,1,0,4,1168.3333333333333,False,False
4900000,4520,3,1,2,1,0,1,0,1,0,0,4,1084.070796460177,True,False
4900000,4095,3,1,2,0,1,1,0,1,0,0,4,1196.5811965811965,True,False
4900000,4120,2,1,1,1,0,1,0,0,1,0,3,1189.3203883495146,True,False
4900000,5400,4,1,2,1,0,0,0,0,0,0,5,907.4074074074074,True,False
4900000,4770,3,1,1,1,1,1,0,0,0,0,4,1027.2536687631027,True,False
4900000,6300,3,1,1,1,0,0,0,1,2,0,4,777.7777777777778,True,False
4900000,5800,2,1,1,1,1,1,0,1,0,0,3,844.8275862068965,True,False
4900000,3000,3,1,2,1,0,1,0,1,0,0,4,1633.3333333333333,True,False
4900000,2970,3,1,3,1,0,0,0,0,0,0,4,1649.8316498316499,True,False
4900000,6720,3,1,1,1,0,0,0,0,0,0,4,729.1666666666666,False,True
4900000,4646,3,1,2,1,1,1,0,0,2,0,4,1054.6706844597504,True,False
4900000,12900,3,1,1,1,0,0,0,0,2,0,4,379.84496124031006,False,False
4893000,3420,4,2,2,1,0,1,0,1,2,0,6,1430.701754385965,True,False
4893000,4995,4,2,1,1,0,1,0,0,0,0,6,979.5795795795796,True,False
4865000,4350,2,1,1,1,0,1,0,0,0,0,3,1118.3908045977012,False,True
4830000,4160,3,1,3,1,0,0,0,0,0,0,4,1161.0576923076924,False,True
4830000,6040,3,1,1,1,0,0,0,0,2,1,4,799.6688741721854,True,False
4830000,6862,3,1,2,1,0,0,0,1,2,1,4,703.8764208685515,False,False
4830000,4815,2,1,1,1,0,0,0,1,0,1,3,1003.1152647975077,True,False
4795000,7000,3,1,2,1,0,1,0,0,0,0,4,685.0,False,True
4795000,8100,4,1,4,1,0,1,0,1,2,0,5,591.9753086419753,True,False
4767000,3420,4,2,2,1,0,0,0,0,0,0,6,1393.859649122807,True,False
4760000,9166,2,1,1,1,0,1,0,1,2,0,3,519.3104953087498,True,False
4760000,6321,3,1,2,1,0,1,0,1,1,0,4,753.0454042081949,False,False
4760000,10240,2,1,1,1,0,0,0,1,2,1,3,464.84375,False,True
4753000,6440,2,1,1,1,0,0,0,1,3,0,3,738.0434782608696,True,False
4690000,5170,3,1,4,1,0,0,0,1,0,0,4,907.1566731141199,True,False
4690000,6000,2,1,1,1,0,1,0,1,1,0,3,781.6666666666666,False,False
4690000,3630,3,1,2,1,0,0,0,0,2,0,4,1292.0110192837465,True,False
4690000,9667,4,2,2,1,1,1,0,0,1,0,6,485.15568428674874,True,False
4690000,5400,2,1,2,1,0,0,0,0,0,1,3,868.5185185185185,True,False
4690000,4320,3,1,1,1,0,0,0,0,0,1,4,1085.648148148148,True,False
4655000,3745,3,1,2,1,0,1,0,0,0,0,4,1242.9906542056074,False,False
4620000,4160,3,1,1,1,1,1,0,1,0,0,4,1110.576923076923,False,True
4620000,3880,3,2,2,1,0,1,0,0,2,0,5,1190.721649484536,True,False
4620000,5680,3,1,2,1,1,0,0,1,1,0,4,813.3802816901408,True,False
4620000,2870,2,1,2,1,1,1,0,0,0,1,3,1609.7560975609756,True,False
4620000,5010,3,1,2,1,0,1,0,0,0,0,4,922.1556886227545,True,False
4613000,4510,4,2,2,1,0,1,0,0,0,0,6,1022.8381374722838,True,False
4585000,4000,3,1,2,1,0,0,0,0,1,0,4,1146.25,False,False
4585000,3840,3,1,2,1,0,0,0,0,1,1,4,1194.0104166666667,True,False
4550000,3760,3,1,1,1,0,0,0,0,2,0,4,1210.1063829787233,True,False
4550000,3640,3,1,2,1,0,0,0,1,0,0,4,1250.0,False,False
4550000,2550,3,1,2,1,0,1,0,0,0,0,4,1784.313725490196,False,False
4550000,5320,3,1,2,1,1,1,0,0,0,1,4,855.2631578947369,True,False
4550000,5360,3,1,2,1,0,0,0,0,2,1,4,848.8805970149253,False,True
4550000,3520,3,1,1,1,0,0,0,0,0,1,4,1292.6136363636363,True,False
4550000,8400,4,1,4,1,0,0,0,0,3,0,5,541.6666666666666,False,True
4543000,4100,2,2,1,1,1,1,0,0,0,0,4,1108.0487804878048,True,False
4543000,4990,4,2,2,1,1,1,0,0,0,1,6,910.4208416833667,False,False
4515000,3510,3,1,3,1,0,0,0,0,0,0,4,1286.3247863247864,True,False
4515000,3450,3,1,2,1,0,1,0,0,1,0,4,1308.695652173913,True,False
4515000,9860,3,1,1,1,0,0,0,0,0,0,4,457.9107505070994,True,False
4515000,3520,2,1,2,1,0,0,0,0,0,1,3,1282.6704545454545,False,False
4480000,4510,4,1,2,1,0,0,0,1,2,0,5,993.3481152993348,True,False
4480000,5885,2,1,1,1,0,0,0,1,1,0,3,761.2574341546305,False,True
4480000,4000,3,1,2,1,0,0,0,0,2,0,4,1120.0,False,False
4480000,8250,3,1,1,1,0,0,0,0,0,0,4,543.030303030303,False,False
4480000,4040,3,1,2,1,0,0,0,0,1,0,4,1108.9108910891089,True,False
4473000,6360,2,1,1,1,0,1,0,1,1,0,3,703.3018867924528,False,False
4473000,3162,3,1,2,1,0,0,0,1,1,0,4,1414.6110056925995,False,False
4473000,3510,3,1,2,1,0,0,0,0,0,0,4,1274.3589743589744,True,False
4445000,3750,2,1,1,1,1,1,0,0,0,0,3,1185.3333333333333,True,False
4410000,3968,3,1,2,0,0,0,0,0,0,0,4,1111.391129032258,True,False
4410000,4900,2,1,2,1,0,1,0,0,0,0,3,900.0,True,False
4403000,2880,3,1,2,1,0,0,0,0,0,1,4,1528.8194444444443,True,False
4403000,4880,3,1,1,1,0,0,0,0,2,1,4,902.2540983606557,False,True
4403000,4920,3,1,2,1,0,0,0,0,1,0,4,894.9186991869918,True,False
4382000,4950,4,1,2,1,0,0,0,1,0,0,5,885.2525252525253,True,False
4375000,3900,3,1,2,1,0,0,0,0,0,0,4,1121.7948717948718,False,True
4340000,4500,3,2,3,1,0,0,1,0,1,0,5,964.4444444444445,False,False
4340000,1905,5,1,2,0,0,1,0,0,0,0,6,2278.215223097113,True,False
4340000,4075,3,1,1,1,1,1,0,0,2,0,4,1065.0306748466257,True,False
4340000,3500,4,1,2,1,0,0,0,0,2,0,5,1240.0,False,False
4340000,6450,4,1,2,1,0,0,0,0,0,0,5,672.8682170542636,True,False
4319000,4032,2,1,1,1,0,1,0,0,0,0,3,1071.1805555555557,False,False
4305000,4400,2,1,1,1,0,0,0,0,1,0,3,978.4090909090909,True,False
4305000,10360,2,1,1,1,0,0,0,0,1,1,3,415.5405405405405,True,False
4277000,3400,3,1,2,1,0,1,0,0,2,1,4,1257.9411764705883,True,False
4270000,6360,2,1,1,1,0,0,0,0,0,0,3,671.3836477987421,False,False
4270000,6360,2,1,2,1,0,0,0,0,0,0,3,671.3836477987421,False,True
4270000,4500,2,1,1,1,0,0,0,1,2,0,3,948.8888888888889,False,False
4270000,2175,3,1,2,0,1,1,0,1,0,0,4,1963.2183908045977,False,True
4270000,4360,4,1,2,1,0,0,0,0,0,0,5,979.3577981651376,False,False
4270000,7770,2,1,1,1,0,0,0,0,1,0,3,549.5495495495495,False,False
4235000,6650,3,1,2,1,1,0,0,0,0,0,4,636.8421052631579,True,False
4235000,2787,3,1,1,1,0,1,0,0,0,1,4,1519.5550771438823,False,False
4200000,5500,3,1,2,1,0,0,0,1,0,0,4,763.6363636363636,False,True
4200000,5040,3,1,2,1,0,1,0,1,0,0,4,833.3333333333334,False,True
4200000,5850,2,1,1,1,1,1,0,0,2,0,3,717.9487179487179,True,False
4200000,2610,4,3,2,0,0,0,0,0,0,0,7,1609.1954022988505,True,False
4200000,2953,3,1,2,1,0,1,0,1,0,0,4,1422.2824246528953,False,True
4200000,2747,4,2,2,0,0,0,0,0,0,0,6,1528.9406625409538,True,False
4200000,4410,2,1,1,0,0,0,0,0,1,0,3,952.3809523809524,False,True
4200000,4000,4,2,2,0,0,0,0,0,0,0,6,1050.0,True,False
4200000,2325,3,1,2,0,0,0,0,0,0,0,4,1806.4516129032259,True,False
4200000,4600,3,2,2,1,0,0,0,1,1,0,5,913.0434782608696,True,False
4200000,3640,3,2,2,1,0,1,0,0,0,0,5,1153.8461538461538,False,True
4200000,5800,3,1,1,1,0,0,1,0,2,0,4,724.1379310344828,True,False
4200000,7000,3,1,1,1,0,0,0,0,3,0,4,600.0,False,False
4200000,4079,3,1,3,1,0,0,0,0,0,0,4,1029.6641333660211,True,False
4200000,3520,3,1,2,1,0,0,0,0,0,1,4,1193.1818181818182,True,False
4200000,2145,3,1,3,1,0,0,0,0,1,1,4,1958.041958041958,False,True
4200000,4500,3,1,1,1,0,1,0,0,0,0,4,933.3333333333334,False,False
4193000,8250,3,1,1,1,0,1,0,0,3,0,4,508.24242424242425,True,False
4193000,3450,3,1,2,1,0,0,0,0,1,0,4,1215.3623188405797,True,False
4165000,4840,3,1,2,1,0,0,0,0,1,0,4,860.5371900826447,True,False
4165000,4080,3,1,2,1,0,0,0,0,2,0,4,1020.8333333333334,True,False
4165000,4046,3,1,2,1,0,1,0,0,1,0,4,1029.4117647058824,True,False
4130000,4632,4,1,2,1,0,0,0,1,0,0,5,891.6234887737478,True,False
4130000,5985,3,1,1,1,0,1,0,0,0,0,4,690.0584795321637,True,False
4123000,6060,2,1,1,1,0,1,0,0,1,0,3,680.3630363036303,True,False
4098500,3600,3,1,1,1,0,1,0,1,0,1,4,1138.4722222222222,False,False
4095000,3680,3,2,2,1,0,0,0,0,0,0,5,1112.7717391304348,True,False
4095000,4040,2,1,2,1,0,0,0,0,1,0,3,1013.6138613861386,True,False
4095000,5600,2,1,1,1,0,0,0,1,0,0,3,731.25,True,False
4060000,5900,4,2,2,0,0,1,0,0,1,0,6,688.1355932203389,False,True
4060000,4992,3,2,2,1,0,0,0,0,2,0,5,813.3012820512821,False,True
4060000,4340,3,1,1,1,0,0,0,0,0,0,4,935.483870967742,True,False
4060000,3000,4,1,3,1,0,1,0,1,2,0,5,1353.3333333333333,True,False
4060000,4320,3,1,2,1,0,0,0,0,2,1,4,939.8148148148148,False,False
4025000,3630,3,2,2,1,0,0,1,0,2,0,5,1108.8154269972451,True,False
4025000,3460,3,2,1,1,0,1,0,1,1,0,5,1163.2947976878613,False,False
4025000,5400,3,1,1,1,0,0,0,0,3,0,4,745.3703703703703,True,False
4007500,4500,3,1,2,0,0,1,0,1,0,0,4,890.5555555555555,True,False
4007500,3460,4,1,2,1,0,0,0,1,0,0,5,1158.236994219653,True,False
3990000,4100,4,1,1,0,0,1,0,0,0,0,5,973.170731707317,False,True
3990000,6480,3,1,2,0,0,0,0,1,1,0,4,615.7407407407408,True,False
3990000,4500,3,2,2,0,0,1,0,1,0,0,5,886.6666666666666,True,False
3990000,3960,3,1,2,1,0,0,0,0,0,0,4,1007.5757575757576,False,False
3990000,4050,2,1,2,1,1,1,0,0,0,1,3,985.1851851851852,False,True
3920000,7260,3,2,1,1,1,1,0,0,3,0,5,539.9449035812672,False,False
3920000,5500,4,1,2,1,1,1,0,0,0,0,5,712.7272727272727,True,False
3920000,3000,3,1,2,1,0,0,0,0,0,0,4,1306.6666666666667,True,False
3920000,3290,2,1,1,1,0,0,1,0,1,0,3,1191.4893617021276,False,False
3920000,3816,2,1,1,1,0,1,0,1,2,0,3,1027.2536687631027,False,False
3920000,8080,3,1,1,1,0,0,0,1,2,0,4,485.1485148514852,True,False
